recno	P	Cluster	RAJ2000	DEJ2000	Class	Diam	Dist	E(B-V)	Age	r_pmRA	pmRA	pmDE	Nc	K14	RV	o_RV	r_RV	[Fe/H]	o_[Fe/H]	TrType	WEBDA	Lynga
1313		Ruprecht 110	14 05 26	-67 28 00		18.0	1300	0.0	8.74	D14	-3.6	-5.01	831	K14	-36.65	2	RAVE	-0.359	2	3-2-m-*	WEBDA	Lynga
1314		Loden 1194	14 05 42	-59 42 00	d	14.0	500	0.05	8.53	D14	-3.49	-4.0	535	K14	1.38	2	D14			4-3-p-*	WEBDA	Lynga
1315	P	NGC 5460	14 07 27	-48 20 36		35.0	700	0.092	8.2	D14	-5.07	2.31	1347	K14	-17.9	21	FF11	-0.06	5		WEBDA	Lynga
1316		Loden 1225	14 09 03	-59 43 00		4.0	1500	0.2	8.67	D14	-2.61	-3.35	63	K14						4-3-m-*	WEBDA	Lynga
1317		ASCC 77	14 10 48	-62 19 48		38.4	2200	0.3	6.99	D14	-6.37	-4.66	3849	K14							WEBDA	Lynga
1318		Loden 1289	14 14 06	-57 52 00		4.5	1753	0.874	8.6	D14	-6.57	-5.44	78	K14						4-3-r-*	WEBDA	Lynga
1319		ESO 097 15	14 15 29	-64 36 42	d	12.0	3274	0.854	8.25	D14	-4.91	-5.08	646	K14							WEBDA	Lynga
1320		ESO 021 06	14 15 52	-78 30 12		9.0	1222	1.03	9.35	D14	-2.81	-3.68	122	K14				-0.05		4-3-m-*	WEBDA	Lynga
1321		Loden 1282	14 15 54	-59 08 00		3.5	1349	0.312	8.15	D14	-1.25	-5.21	50	K14						4-1-m-*	WEBDA	Lynga
1322		Ruprecht 167	14 18 11	-58 58 00		14.0	2000	0.1	8.57	D14	-6.17	-6.55	442	K14						3-2-m-*	WEBDA	Lynga
1323		Loden 1256	14 18 12	-61 26 00		10.0	1400	0.3	8.41	D14	-4.96	-4.18	244	K14						4-3-m-n	WEBDA	Lynga
1324		ESO 175 06	14 18 32	-56 55 06		18.0	550	0.2	8.6	D14	-4.87	-1.43	963	K14	-27.9	1	D14			3-3-m-*	WEBDA	Lynga
1325	P	Lynga 2	14 24 35	-61 19 50		13.0	900	0.22	7.95	D14	-5.26	-5.42	334	K14	-9.94	6	FM09				WEBDA	Lynga
1326		NGC 5593	14 25 39	-54 47 54		10.0	850	0.0	8.77	D14	-2.82	-1.84	319	K14						3-2-p-*	WEBDA	Lynga
1327	P	NGC 5606	14 27 47	-59 37 54		3.0	1805	0.474	7.075	BDW	-5.19	-4.6	3	K14	-37.75	4	D14				WEBDA	Lynga
1328	P	NGC 5617	14 29 44	-60 42 42		10.0	2000	0.48	7.9	D14	-4.36	-5.39	475	K14	-38.63	27	DCDE	-0.18	2		WEBDA	Lynga
1329		Loden 1378	14 30 23	-58 13 00		31.0	1346	0.479	8.84	D14	-3.5	-5.35	2041	K14	-41.7	1	D14			4-2-p-*	WEBDA	Lynga
1330	P	Pismis 19	14 30 40	-60 53 00		3.0	1500	1.48	8.9	D14	-3.07	-6.01	103	K14							WEBDA	Lynga
1331	P	Trumpler 22	14 31 02	-61 10 00		10.0	1516	0.521	7.95	D14	-4.63	-4.9	390	K14	-38.46	19	DCDE	-0.17	2		WEBDA	Lynga
1332		Turner 7	14 32 33	-56 53 12		13.0	1800	1.39	9.9	D14	-2.89	-2.64	457	K14	-18.9	1	D14				WEBDA	Lynga
1333		Loden 1339	14 33 29	-62 01 00		4.0	1278	0.833	8.09	D14	-5.41	-5.95	113	K14						4-3-m-*	WEBDA	Lynga
1334	P	Hogg 17	14 33 58	-61 22 00		4.0	1310	0.594	8.03	D14	-6.01	-5.87	81	K14							WEBDA	Lynga
1335		FSR 1688	14 34 37	-56 07 58	IR	3.1	1469	0.822	8.455	D14	-1.64	-0.65	73	K14							WEBDA	Lynga
1336	P	NGC 5662	14 35 37	-56 37 06		29.0	666	0.311	7.968	D14	-2.04	-2.54	1833	K14	-21.27	2	MMU	-0.03	2		WEBDA	Lynga
1337		Ruprecht 111	14 35 54	-59 58 00		7.0	1121	0.37	9.15	D14	-5.12	-6.17	243	K14						3-1-m-*	WEBDA	Lynga
1338		ESO 447 29	14 37 27	-29 24 42		12.0	1634	0.104	9.5	D14	-5.84	-2.98	56	K14						3-3-m-*	WEBDA	Lynga
1339		Juchert 10	14 40 19	-60 22 52		3.0	3200	2.06	8.9					K14							WEBDA	Lynga
1340		Collinder 285	14 41 06	+69 34 00		1400.0	25	0.0	8.3					K14							WEBDA	Lynga
1341		Loden 1373	14 41 48	-62 52 00	d	18.0	3412	1.041	7.95	D14	-8.51	0.01	1212	K14							WEBDA	Lynga
1342		NGC 5715	14 43 30	-57 34 37		6.0	1500	0.42	8.9	D14	-1.76	-2.0	226	K14						3-2-m-*	WEBDA	Lynga
1343		Loden 1375	14 44 18	-63 25 00		12.0	1819	0.625	7.9	D14	-8.56	-0.35	626	K14						4-2-m-*	WEBDA	Lynga
1344		ESO 134 12	14 44 46	-59 09 54		4.0	2088	0.937	8.9	D14	-2.95	-4.04	71	K14						3-3-p-*	WEBDA	Lynga
1345		Loden 1409	14 44 56	-61 43 00		31.0	2088	0.937	8.0	D14	-4.8	-4.29	2904	K14	-33.8	1	K14			4-3-m-*	WEBDA	Lynga
1346		BH 164	14 48 14	-66 20 12		60.0	440	0.13	8.2	MAD	-7.38	-10.89	14	K14	16.8	2	D14				WEBDA	Lynga
1347	P	NGC 5749	14 48 53	-54 29 54		10.0	1031	0.376	7.728	BDW	-1.75	-3.36	1	K14							WEBDA	Lynga
1348	P	Hogg 18	14 50 43	-52 16 00		5.0	1535	0.503	7.759	BDW	-1.36	-3.34	1	K14							WEBDA	Lynga
1349		Teutsch 80	14 53 26	-60 28 57		3.4	2500	1.61	8.1	D14	-1.94	-1.89	50	K14							WEBDA	Lynga
1350		NGC 5764	14 53 32	-52 40 12		3.0	2800	1.0	8.3	D14	-3.05	-3.56	60	K14						3-1-p-*	WEBDA	Lynga
1351		ESO 008 06	14 55 12	-83 25 24		10.0	1380	0.312	9.3	D14	-6.3	-5.41	67	K14						4-3-p-*	WEBDA	Lynga
1352		Ruprecht 112	14 56 50	-62 33 00		10.0	1764	0.833	8.74	D14	-5.01	-2.72	427	K14						3-1-r-*	WEBDA	Lynga
1353		NGC 5800	15 01 47	-51 55 06		11.0	1170	0.06	9.2	D14	-1.94	-0.91	311	K14						4-3-vp-*	WEBDA	Lynga
1354		Majaess 160	15 03 26	-63 23 15	IR	6.0				D14	-10.23	-4.45	19	K14							WEBDA	Lynga
1355	P	NGC 5822	15 04 21	-54 23 48		35.0	933	0.103	8.95	D14	-6.86	-3.53	3025	K14	-29.31	20	MMU	0.05	3		WEBDA	Lynga
1356		ASCC 78	15 05 06	-68 23 24		19.2	2400	0.0	8.48	D14	-3.77	-3.08	918	K14	-14.56	8	RAVE	-0.062	7		WEBDA	Lynga
1357	P	NGC 5823	15 05 30	-55 36 12		12.0	1192	0.09	8.9	D14	-5.63	-1.57	422	K14	-19.27	1	MMU				WEBDA	Lynga
1358		FSR 1697	15 06 42	-56 31 58	IR	1.0	912	0.625	8.06	D14	-14.75	-0.25	3	K14							WEBDA	Lynga
1359		Loden 2115	15 07 42	-54 30 00		20.0	1434	0.677	8.96	D14	-7.58	-2.72	859	K14							WEBDA	Lynga
1360		Loden 2045	15 10 24	-58 47 00	d	20.0	2056	1.041	6.8	D14	-4.74	-4.3	580	K14							WEBDA	Lynga
1361	P	Pismis 20	15 15 23	-59 04 00		4.0	3272	1.28	6.864	D14	-5.3	-5.62	119	K14	-49.0	1	D14				WEBDA	Lynga
1362	P	Pismis 21	15 16 49	-59 40 00	a	4.0	1174	0.625	8.11	D14	-4.58	-4.45	100	K14						1-3-p-*	WEBDA	Lynga
1363		Lynga 3	15 16 49	-58 22 00		5.0	4164	1.562	8.915	D14	-10.04	-3.89	75	K14						3-1-p-*	WEBDA	Lynga
1364		ASCC 79	15 19 12	-60 43 48		62.4	800	0.16	6.86	K05	-2.67	-4.1	40	K14	-1.01	3	D14				WEBDA	Lynga
1365		FSR 1698	15 20 58	-59 37 40	IR	4.0	1562	0.874	8.56	D14	-6.07	-4.12	98	K14							WEBDA	Lynga
1366		ASCC 80	15 24 36	-60 08 24		30.0	1500	0.17	7.93	D14	-5.45	-3.32	2794	K14	-25.0	1	D14				WEBDA	Lynga
1367		NGC 5925	15 27 26	-54 31 42		11.0	1170	0.06	9.2	D14	-1.86	-3.8	436	K14						3-2-r-*	WEBDA	Lynga
1368		ESO 329 02	15 27 32	-41 03 12	nf	8.0	1546	0.167	9.3	D14	-5.03	-4.24	128	K14							WEBDA	Lynga
1369		Alessi 8	15 29 33	-51 14 00		24.0	575	0.09	8.15	AMD	-6.13	-5.8	22	K14						4-3-p-*	WEBDA	Lynga
1370		ESO 099 06	15 29 48	-64 51 48		8.0	2231	0.2	9.2	D14	-5.88	-3.06	200	K14				0.04		4-3-p-*	WEBDA	Lynga
1371	P	Lynga 4	15 33 19	-55 14 11		6.0	1100	0.7	9.11	D14	-3.01	-1.88	64	K14						2-2-m-*	WEBDA	Lynga
1372		Loden 2159	15 33 39	-58 09 00	d	29.0	6111	1.77	8.5	D14	-1.82	-2.26	1819	K14							WEBDA	Lynga
1373		Harvard 9	15 33 46	-53 40 00		6.0	1478	0.937	8.25	D14	-1.81	-2.53	104	K14						4-2-p-*	WEBDA	Lynga
1374		Loden 2158	15 35 00	-58 16 00	d	32.0	6206	1.666	8.5	D14	-2.84	-2.37	3076	K14							WEBDA	Lynga
1375		Loden 2313	15 40 49	-52 26 00		21.0	1076	0.281	8.29	D14	-2.92	-5.59	1011	K14						4-1-p-*	WEBDA	Lynga
1376		Lynga 5	15 41 54	-56 39 00		10.0	1753	0.874	8.975	D14	-1.25	-2.74	304	K14						3-1-p-*	WEBDA	Lynga
1377		Loden 2326	15 43 33	-52 28 30		1.6	900	0.41	8.3	D14	-3.33	-6.48	29	K14							WEBDA	Lynga
1378		Johansson 1	15 46 20	-52 22 54		29.0	570	0.17	8.3	D14	-3.57	-6.8	1363	K14	-13.0	1	D14				WEBDA	Lynga
1379		ASCC 81	15 46 55	-50 58 48		31.2	700	0.15	8.38	D14	-3.76	-4.88	1511	K14							WEBDA	Lynga
1380		ASCC 82	15 47 24	-64 24 36		36.0	800	0.0	8.67	D14	-4.52	-4.31	3502	K14							WEBDA	Lynga
1381		FSR 1715	15 48 42	-50 13 06	IR	3.6	1423	0.729	8.485	D14	-2.85	-4.46	82	K14							WEBDA	Lynga
1382		FSR 1714	15 49 30	-50 36 47	IR	7.2	1608	0.833	8.5	D14	-4.4	-5.12	135	K14							WEBDA	Lynga
1383		NGC 5998	15 49 34	-28 35 18		11.0	1170	0.06	9.2	D14	-3.58	-0.89	100	K14							WEBDA	Lynga
1384		Collinder 292	15 50 08	-57 37 00		14.0	1500	0.1	8.73	D14	-4.28	-2.99	1035	K14						4-2-m-	WEBDA	Lynga
1385		ASCC 83	15 50 13	-52 48 00		25.2	600	0.15	8.4	D14	-4.04	-5.05	1215	K14							WEBDA	Lynga
1386	P	NGC 5999	15 52 08	-56 28 24		3.0	2050	0.45	8.6	D14	-0.72	-2.74	149	K14				0.0			WEBDA	Lynga
1387		Majaess 166	15 53 21	-55 14 52	IR	4.0				D14	-2.17	-2.7	59	K14							WEBDA	Lynga
1388		ASCC 84	15 54 54	-60 44 24		30.0	900	0.15	7.68	D14	-5.49	-3.44	2561	K14	-5.0	1	D14				WEBDA	Lynga
1389		ESO 275 01	15 55 04	-46 00 54		6.0	1475	0.4	7.85	D14	-1.67	-1.07	134	K14						3-2-vp-*	WEBDA	Lynga
1390	P	NGC 6005	15 55 48	-57 26 12		5.0	2690	0.45	9.08	D14	-0.26	-4.06	267	K14	-25.2	11	C14				WEBDA	Lynga
1391		Ruprecht 113	15 57 03	-59 28 00		25.0	810	0.15	8.23	D14	-5.57	-2.63	2494	K14						4-2-p-*	WEBDA	Lynga
1392		ESO 389 05	15 57 50	-36 12 18		1.8	4785	0.312	9.55	K14	-3.85	-5.4	29	K14						2-3-vp-*	WEBDA	Lynga
1393		Trumpler 23	16 00 49	-53 32 10		5.0	1900	0.58	8.95	D14	-2.42	-4.31	258	K14						3-1-m-*	WEBDA	Lynga
1394		Majaess 170	16 00 52	-51 42 40	IR	5.0				D14	-3.25	-3.76	56	K14							WEBDA	Lynga
1395		Moffat 1	16 01 30	-54 07 00	v	7.0	2100	1.0	7.0	D14	-3.8	-4.41	169	K14	-42.0	1	D14				WEBDA	Lynga
1396	P	NGC 6025	16 03 17	-60 25 54		14.0	756	0.159	7.889	D14	-5.23	-3.53	623	K14	-16.1	6	FM09	0.19			WEBDA	Lynga
1397	P	Lynga 6	16 04 52	-51 56 00		5.0	1600	1.25	7.43	BDW	-13.61	-1.83	1	K14	-59.4	1	MMB				WEBDA	Lynga
1398		Ruprecht 114	16 06 20	-56 52 00		14.0	2088	0.625	8.9	D14	-4.53	-4.96	753	K14						4-1-m-*	WEBDA	Lynga
1399	P	NGC 6031	16 07 35	-54 00 54		3.0	1823	0.371	8.069	D14	-2.8	-5.95	93	K14	-2.48	4	FM09	0.02			WEBDA	Lynga
1400	P	Ruprecht 115	16 12 52	-52 24 00		5.0	2160	0.65	8.78	D14	-2.49	-4.8	172	K14				0.04			WEBDA	Lynga
1401	P	NGC 6067	16 13 11	-54 13 06		14.0	1417	0.38	8.076	D14	-2.75	-5.75	1386	K14	-39.99	11	MMU	0.138	5		WEBDA	Lynga
1402	P	Pismis 22	16 14 09	-51 52 00		4.0	1000	2.0	7.6	D14	-2.97	-3.31	110	K14							WEBDA	Lynga
1403		Ruprecht 176	16 14 48	-51 20 00		3.0	2686	0.479	8.76	D14	-2.99	-2.9	120	K14						3-2-m-*	WEBDA	Lynga
1404		Harvard 10	16 18 48	-54 56 00		25.0	1312	0.36	8.34	D14	-2.56	-6.0	3582	K14	-18.17	3	FM09				WEBDA	Lynga
1405	P	NGC 6087	16 18 50	-57 56 06		14.0	891	0.175	7.976	D14	-5.69	-4.86	683	K14	5.83	1	MMU	-0.01			WEBDA	Lynga
1406		Lynga 8	16 20 04	-50 13 59	cr	3.0	1050	0.57	9.3	D14	-3.52	-5.09	49	K14							WEBDA	Lynga
1407		Lynga 9	16 20 41	-48 31 44		6.0	1700	1.18	8.85	D14	-4.2	-2.54	196	K14						3-1-m-*	WEBDA	Lynga
1408		Ruprecht 116	16 23 20	-52 00 00		5.0	900	0.1	8.95	D14	-1.1	-5.97	221	K14						2-2-p-*	WEBDA	Lynga
1409		Ruprecht 117	16 23 32	-51 53 00		10.0	937	0.125	8.95	D14	-1.53	-5.22	752	K14						3-1-p-*	WEBDA	Lynga
1410		Pismis 23	16 23 58	-48 53 33		1.0	2600	2.0	8.48	D14	-5.51	-3.42	24	K14							WEBDA	Lynga
1411		ESO 226 06	16 24 14	-51 09 06		4.0	1220	0.833	8.475	D14	-2.37	-5.49	128	K14						4-2-vp-*	WEBDA	Lynga
1412		ESO 137 23	16 24 27	-61 44 30	d	5.0	1561	0.104	9.55	D14	-4.19	-5.78	126	K14							WEBDA	Lynga
1413	P	Ruprecht 118	16 24 36	-51 58 00		3.0	1343	0.41	8.11	D14	-0.33	-3.94	177	K14							WEBDA	Lynga
1414	P	NGC 6124	16 25 20	-40 39 12		39.0	512	0.75	8.147	TYC	-1.26	-3.0	60	K14	-21.07	8	MMU				WEBDA	Lynga
1415		Collinder 302	16 26 08	-26 15 00	o	500.0								K14						3-3-p-*	WEBDA	Lynga
1416		Dol Dzim 5	16 27 24	+38 04 00		15.0	900	0.02	9.3	D14	-8.19	-5.02	27	K14						4-3-p-*	WEBDA	Lynga
1417	P	NGC 6134	16 27 46	-49 09 06		6.0	1260	0.35	8.95	D14	-1.0	-6.05	219	K14	-25.7	14	MMU	0.15	3		WEBDA	Lynga
1418	P	Ruprecht 119	16 28 15	-51 30 00		8.0	956	0.57	6.853	D14	-2.13	-3.42	390	K14	-11.21	6	FM09				WEBDA	Lynga
1419		Hogg 19	16 28 57	-49 06 00		4.0	3266	0.6	9.1	D14	-2.91	-5.07	131	K14						4-2-p-*	WEBDA	Lynga
1420		Patchick 94	16 29 36	-47 18 38		1.3	4126	1.312	9.07	D14	-1.19	-1.74	17	K14							WEBDA	Lynga
1421		NGC 6152	16 32 45	-52 38 36		25.0	1030	0.3		D14	-1.85	-4.87	3119	K14						3-3-r-*	WEBDA	Lynga
1422	P	NGC 6169	16 34 04	-44 02 42		12.0	1007	0.729	7.5	D14	1.22	-1.04	369	K14	6.3	1	D14			3-1-m-*	WEBDA	Lynga
1423	P	NGC 6167	16 34 34	-49 46 18		7.0	1108	0.779	7.887	BDW	-0.83	-4.52	2	K14	-21.32	5	FM09				WEBDA	Lynga
1424	P	Ruprecht 120	16 35 10	-48 17 00		3.0	2000	0.7	8.18	D14	-1.24	-3.44	80	K14							WEBDA	Lynga
1425	P	Collinder 307	16 35 20	-51 00 00		5.0	1551	0.83	8.4	D14	-0.65	-3.69	199	K14						3-2-p-*	WEBDA	Lynga
1426	P	NGC 6178	16 35 47	-45 38 36		5.0	1014	0.219	7.248	BDW	0.62	-2.06	2	K14	3.55	2	D14				WEBDA	Lynga
1427		Dolidze 27	16 36 30	-08 57 00		25.0	2107	0.874	8.97	D14	-3.78	-5.13	203	K14	-42.86	1	D14			4-2-p-n	WEBDA	Lynga
1428		Lynga 11	16 38 09	-46 19 00		9.0	2300	0.7	8.8	D14	-1.66	-2.1	149	K14						3-2-p-*	WEBDA	Lynga
1429	P	NGC 6192	16 40 23	-43 22 00		9.0	1547	0.637	8.13	MRZ	3.73	3.18	4	K14	-7.93	3	MMU	0.12	4		WEBDA	Lynga
1430		ESO 277 04	16 40 25	-43 44 30		1.5	1790	1.166	8.72	D14	-1.83	-2.11	22	K14							WEBDA	Lynga
1431	P	NGC 6193	16 41 20	-48 45 48		14.0	1155	0.475	6.775	D14	-1.41	-3.44	458	K14	-33.27	8	D14				WEBDA	Lynga
1432		Ruprecht 121	16 41 42	-46 09 00		8.0	1239	1.041	8.425	D14	-0.75	-2.38	290	K14						3-3-m-*	WEBDA	Lynga
1433	P	NGC 6200	16 44 07	-47 27 48		14.0	2054	0.581	6.928	D14	-0.92	-2.37	1255	K14	-20.77	2	D14				WEBDA	Lynga
1434		Hogg 20	16 44 30	-47 38 00	d	4.0	1777	0.625	7.45	D14	-2.02	-4.07	130	K14						3-1-p-*	WEBDA	Lynga
1435		Dol Dzim 6	16 45 24	+38 21 00	p	4.0	820	0.03	9.7	D14	9.51	2.86	2	K14	-46.1	5	K14			4-3-p-*	WEBDA	Lynga
1436		Hogg 21	16 45 37	-47 44 00		4.0	1750	0.729	7.45	D14	-0.35	-3.07	118	K14						4-2-p-*	WEBDA	Lynga
1437		Lynga 12	16 46 04	-50 45 50		8.0	1000	0.22	8.75	D14	-0.6	-4.28	268	K14						3-2-m-*	WEBDA	Lynga
1438	P	NGC 6204	16 46 09	-47 01 00		5.0	1200	0.46	7.9	D14	-1.61	-0.05	233	K14	53.0		RGDZ	-1.053	1		WEBDA	Lynga
1439		BH 197	16 46 30	-45 51 36		4.0	1633	1.041	7.5	D14	1.63	-2.3	130	K14						4-2-p-*	WEBDA	Lynga
1440	P	Hogg 22	16 46 37	-47 05 00		3.0	1216	0.647	6.78	D14	-1.14	-0.67	88	K14	-66.74	3	D14				WEBDA	Lynga
1441	P	Westerlund 1	16 47 04	-45 50 36	v	2.4	5500	4.35	6.7	K14	-4.5	-10.01	13	K14							WEBDA	Lynga
1442		ESO 518 03	16 47 04	-25 48 42		5.0	1266	0.369	9.17	D14	-3.11	-1.62	72	K14						3-2-p-*	WEBDA	Lynga
1443		ASCC 85	16 47 31	-45 27 36		26.4	1200	0.2	7.42	K05	-0.43	-4.01	11	K14	7.09	1	D14				WEBDA	Lynga
1444		ESO 137 43	16 48 25	-61 45 36	nf	6.0	1659	0.312	8.9	D14	-2.02	-3.75	118	K14							WEBDA	Lynga
1445		Lynga 13	16 48 53	-43 26 00		9.0	1139	0.511	8.92	D14	-1.71	-2.25	356	K14				0.0		3-1-m-*	WEBDA	Lynga
1446	P	NGC 6216	16 49 24	-44 43 42		4.0	4300	0.45	7.54	D14	0.4	-3.77	135	K14							WEBDA	Lynga
1447	P	NGC 6208	16 49 28	-53 43 42		18.0	939	0.21	9.069	BDW	-0.24	0.53	1	K14	-32.47	2	MMU	-0.03			WEBDA	Lynga
1448		BH 200	16 49 56	-44 11 00		5.0	1475	1.0	7.35	D14	-1.61	-2.04	138	K14						2-2-p-*	WEBDA	Lynga
1449	P	NGC 6231	16 54 10	-41 49 30		14.0	1243	0.439	6.843	D14	-0.89	-1.79	644	K14	-27.54	10	D14				WEBDA	Lynga
1450		ESO 332 08	16 54 43	-40 42 30		10.0	1200	0.2	8.17	D14	-2.05	-3.32	327	K14						3-3-p-*	WEBDA	Lynga
1451	P	Lynga 14	16 55 04	-45 14 00		3.0	881	1.428	6.712	D14	0.79	-2.8	51	K14							WEBDA	Lynga
1452		FSR 1732	16 55 05	-49 19 33	IR	1.8	3584	1.02	9.3	K14	0.92	-2.86	178	K14							WEBDA	Lynga
1453		BH 202	16 55 08	-40 57 00		5.0	1607	0.87	8.05	D14	-2.55	-2.89	173	K14						3-2-p-*	WEBDA	Lynga
1454		Collinder 316	16 55 30	-40 50 00	o	100.0	1000	0.2		KHA	-0.89	-4.33	10	K14	-29.05	14	D14			1-2-m-*	WEBDA	Lynga
1455	P	NGC 6242	16 55 33	-39 27 42		9.0	1131	0.377	7.608	D14	-0.05	-0.42	294	K14	-7.1	1	K14				WEBDA	Lynga
1456		ESO 332 11	16 56 01	-40 46 48	nf	3.0	1841	0.541	7.1	D14	-4.0	-3.56	51	K14							WEBDA	Lynga
1457		BH 205	16 56 11	-40 40 00		4.0	2160	0.3	7.12	D14	-1.72	-2.44	68	K14	-7.0	1	D14			3-3-p-*	WEBDA	Lynga
1458		ESO 332 13	16 56 40	-40 35 00	d	4.0	2910	0.562	6.82	D14	-1.27	-2.48	40	K14	-5.0	1	K14				WEBDA	Lynga
1459	P	Trumpler 24	16 57 00	-40 40 00	o	60.0	1138	0.418	6.919	D14	-2.61	-3.5	5720	K14	-3.45	6	D14				WEBDA	Lynga
1460	P	NGC 6249	16 57 41	-44 48 42		5.0	981	0.443	7.386	D14	1.35	-4.25	159	K14	-37.63	2	MMU				WEBDA	Lynga
1461	P	NGC 6250	16 57 56	-45 56 12		10.0	865	0.35	7.415	D14	-1.55	-2.35	122	K14	-8.04	5	FM09				WEBDA	Lynga
1462	P	NGC 6253	16 59 05	-52 42 30		4.0	1510	0.2	9.7	D14	-1.16	-4.83	190	K14	-29.6	38	MDCT	0.445	38		WEBDA	Lynga
1463		BH 208	16 59 36	-37 05 00		2.0	3910	0.98	9.55					K14						1-1-m-*	WEBDA	Lynga
1464	P	NGC 6259	17 00 45	-44 39 18		14.0	1031	0.498	8.336	D14	1.04	-1.88	1251	K14	-34.66	14	MMU	0.02	2		WEBDA	Lynga
1465		Alessi Teutsch 12	17 01 47	-58 57 30		66.0	700	0.12	7.07	K05	-3.34	-7.79	17	K14	-6.0	1	D14				WEBDA	Lynga
1466	P	NGC 6268	17 02 10	-39 43 42		6.0	1080	0.4	7.6	D14	0.12	-1.85	104	K14	-15.12	4	MMU				WEBDA	Lynga
1467		BH 211	17 02 11	-41 06 00		4.0	1440	0.61	9.0	D14	-3.45	-3.13	86	K14						3-2-p-*	WEBDA	Lynga
1468		ASCC 87	17 03 00	-28 27 00		66.0	900	0.26	8.52	K05	0.89	-2.79	19	K14							WEBDA	Lynga
1469		Harvard 13	17 03 51	-48 05 00		5.0	3612	0.656	9.285	D14	-4.88	-1.58	199	K14						4-1-m-*	WEBDA	Lynga
1470		Teutsch 84	17 04 20	-42 04 24		4.0	2200	1.12	9.0	D14	-2.51	-4.02	57	K14							WEBDA	Lynga
1471		ESO 587 04	17 04 22	-19 27 18	d	2.0	5271	0.437	9.175	K14	3.78	-5.52	28	K14							WEBDA	Lynga
1472		ESO 043 13	17 04 30	-74 21 30		15.0	1490	0.104	9.315	D14	-1.93	-7.56	238	K14						4-3-p-*	WEBDA	Lynga
1473	P	NGC 6281	17 04 41	-37 59 06		8.0	479	0.148	8.497	D14	-2.14	-2.97	217	K14	-5.58	2	MMU	0.0			WEBDA	Lynga
1474		ESO 332 20	17 04 55	-38 19 12		7.0	1695	0.791	8.05	D14	-1.92	-2.65	234	K14						4-2-p-*	WEBDA	Lynga
1475		BH 214	17 05 42	-36 40 00		5.0	1723	1.301	7.7	D14	-4.88	-1.56	112	K14						4-2-p-*	WEBDA	Lynga
1476		ESO 278 02	17 06 14	-46 07 18	nf	2.0								K14							WEBDA	Lynga
1477		ASCC 88	17 06 47	-35 36 00		66.0	1900	0.5	7.17	D14	-5.01	-0.5	6501	K14	2.84	2	D14				WEBDA	Lynga
1478		ESO 332 22	17 07 29	-40 48 48	d	7.0	1422	1.041	7.995	D14	0.31	-2.14	258	K14							WEBDA	Lynga
1479		Dol Dzim 7	17 10 36	+15 32 00		3.0	1140	0.13	9.3					K14							WEBDA	Lynga
1480		FSR 1755	17 12 20	-38 27 44	IR	6.3				D14	-2.63	-3.6	109	K14							WEBDA	Lynga
1481		Teutsch 85	17 13 14	-39 42 23		4.0	1260	1.5	8.78	D14	-1.41	0.29	138	K14							WEBDA	Lynga
1482		Moffat 2	17 14 28	-39 46 00		2.0								K14							WEBDA	Lynga
1483		NGC 6318	17 16 11	-39 25 30		4.0	2100	1.2	8.2	D14	-0.87	-0.47	158	K14							WEBDA	Lynga
1484		BH 217	17 16 18	-40 49 00		5.0	1388	1.25	7.7	D14	-2.17	-1.0	135	K14				-0.58		1-2-m-*	WEBDA	Lynga
1485	P	Bochum 13	17 17 24	-35 33 00		14.0	1077	0.854	6.823	BDW	0.26	-1.56	2	K14	-1.93	2	D14				WEBDA	Lynga
1486	P	NGC 6322	17 18 25	-42 56 00		5.0	996	0.59	7.058	BDW	0.92	-0.48	1	K14	-57.0	1	K07				WEBDA	Lynga
1487		BH 221	17 18 39	-32 19 00		10.0	750	0.2	8.01	D14	-2.22	-3.37	243	K14	8.86	2	D14			4-2-p-n	WEBDA	Lynga
1488		BH 222	17 18 47	-38 17 00		2.0	6000	1.85	7.78	D06	-2.59	-4.05	27	K14						2-1-p-*	WEBDA	Lynga
1489		Havlen Moffat 1	17 18 54	-38 49 00		5.0	3300	1.84	6.6	D14	-1.68	-1.53	138	K14							WEBDA	Lynga
1490		BH 223	17 20 41	-35 53 00		6.0	414	0.05	7.14	D14	0.09	0.77	58	K14						3-3-p-n	WEBDA	Lynga
1491		NGC 6334	17 20 49	-36 06 12		31.0	1025	1.06	8.7	D14	-1.32	-0.58	951	K14	-7.17	2	D14				WEBDA	Lynga
1492		Ruprecht 123	17 23 26	-37 54 00		12.0	714	0.2		D14	-0.79	-3.15	449	K14						3-3-m-*	WEBDA	Lynga
1493		Alessi 24	17 24 01	-62 51 48		132.0	500	0.1	7.03	K05	1.35	-8.31	46	K14	-6.95	3	D14	-0.133	2		WEBDA	Lynga
1494		Trumpler 25	17 24 29	-39 01 00		8.0	1818	0.937	8.35	D14	0.27	-0.35	449	K14						2-1-m-*	WEBDA	Lynga
1495		NGC 6357	17 24 43	-34 12 06		5.0	1205	1.35	8.6	D14	-3.29	-0.81	60	K14	-8.0	1	D14			3-3-vp-n	WEBDA	Lynga
1496	P	Pismis 24	17 24 43	-34 12 23		2.0	1995	1.72	7.0	K14	2.29	-0.91	13	K14							WEBDA	Lynga
1497	P	IC 4651	17 24 49	-49 56 00		10.0	888	0.116	9.057	D14	-1.57	-2.62	480	K14	-30.8	44	MANM	0.15	3		WEBDA	Lynga
